Id,Asset class,Emission factor type,Country,Data level 1 information,Data level 2 information,EPC Rating,Emission factor functional unit (name),Emission factor functional unit (unit),Emission factor (name),Emission factor (unit),PCAF data quality score,Emission factor
350,Mortgages,Emissions,United Kingdom,Residential buildings,Single-family house (SFH),,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0349305
359,Mortgages,Emissions,United Kingdom,Residential buildings,Residential Total,,Floor area,m²,Emission Intensity per m²,tCO&lt;sub&gt;2&lt;/sub&gt;e/m²,4,0.0340865
361,Mortgages,Emissions,Austria,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,18.8796
362,Mortgages,Emissions,Austria,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.81952
371,Mortgages,Emissions,Austria,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,5.51607
373,Mortgages,Emissions,Belgium,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,30.4352
374,Mortgages,Emissions,Belgium,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,6.7611
383,Mortgages,Emissions,Belgium,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,7.04416
385,Mortgages,Emissions,Bulgaria,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,51.3013
386,Mortgages,Emissions,Bulgaria,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.23957
395,Mortgages,Emissions,Bulgaria,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.6339
397,Mortgages,Emissions,Croatia,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,33.1799
398,Mortgages,Emissions,Croatia,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.59974
407,Mortgages,Emissions,Croatia,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.83681
409,Mortgages,Emissions,Czech Republic,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,47.2596
410,Mortgages,Emissions,Czech Republic,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,7.99053
419,Mortgages,Emissions,Czech Republic,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,11.7164
421,Mortgages,Emissions,Denmark,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,27.9375
422,Mortgages,Emissions,Denmark,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.65678
431,Mortgages,Emissions,Denmark,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,5.17802
433,Mortgages,Emissions,Estonia,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,54.9244
434,Mortgages,Emissions,Estonia,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,12.7842
443,Mortgages,Emissions,Estonia,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,24.1531
445,Mortgages,Emissions,Finland,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,33.4028
446,Mortgages,Emissions,Finland,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.46447
455,Mortgages,Emissions,Finland,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,5.18546
457,Mortgages,Emissions,France,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,10.576
458,Mortgages,Emissions,France,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.3769
467,Mortgages,Emissions,France,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.5796
469,Mortgages,Emissions,Germany,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,20.139
470,Mortgages,Emissions,Germany,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,7.92795
479,Mortgages,Emissions,Germany,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,9.20496
481,Mortgages,Emissions,Greece,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,10.8572
482,Mortgages,Emissions,Greece,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.1112
491,Mortgages,Emissions,Greece,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.06696
493,Mortgages,Emissions,Hungary,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,15.5357
494,Mortgages,Emissions,Hungary,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,1.99441
503,Mortgages,Emissions,Hungary,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.27694
505,Mortgages,Emissions,Ireland,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,32.8131
506,Mortgages,Emissions,Ireland,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.87689
515,Mortgages,Emissions,Ireland,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.88427
517,Mortgages,Emissions,Italy,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,23.8115
518,Mortgages,Emissions,Italy,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.05704
527,Mortgages,Emissions,Italy,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,6.59006
529,Mortgages,Emissions,Latvia,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,47.3064
530,Mortgages,Emissions,Latvia,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,10.2758
539,Mortgages,Emissions,Latvia,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,18.8739
541,Mortgages,Emissions,Lithuania,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,18.3867
542,Mortgages,Emissions,Lithuania,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.53257
551,Mortgages,Emissions,Lithuania,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,6.12113
553,Mortgages,Emissions,Luxembourg,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,22.6796
554,Mortgages,Emissions,Luxembourg,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,8.09908
563,Mortgages,Emissions,Luxembourg,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,9.01305
565,Mortgages,Emissions,Malta,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,25.1666
566,Mortgages,Emissions,Malta,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.68822
575,Mortgages,Emissions,Malta,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.93712
577,Mortgages,Emissions,Netherlands,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,17.1943
578,Mortgages,Emissions,Netherlands,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.4614
587,Mortgages,Emissions,Netherlands,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.57369
589,Mortgages,Emissions,Norway,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,5.53402
590,Mortgages,Emissions,Norway,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,0.725746
599,Mortgages,Emissions,Norway,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,0.741994
601,Mortgages,Emissions,Poland,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,76.7488
602,Mortgages,Emissions,Poland,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,13.2509
611,Mortgages,Emissions,Poland,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,15.5524
613,Mortgages,Emissions,Portugal,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,9.21945
614,Mortgages,Emissions,Portugal,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,1.00112
623,Mortgages,Emissions,Portugal,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,1.32498
625,Mortgages,Emissions,Cyprus,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,17.2371
626,Mortgages,Emissions,Cyprus,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.38867
635,Mortgages,Emissions,Cyprus,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.59333
637,Mortgages,Emissions,Romania,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,29.2338
638,Mortgages,Emissions,Romania,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.18608
647,Mortgages,Emissions,Romania,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.7923
649,Mortgages,Emissions,Slovakia,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,23.1214
650,Mortgages,Emissions,Slovakia,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.51536
659,Mortgages,Emissions,Slovakia,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,5.3076
661,Mortgages,Emissions,Slovenia,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,21.7288
662,Mortgages,Emissions,Slovenia,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.94998
671,Mortgages,Emissions,Slovenia,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,3.18421
673,Mortgages,Emissions,Spain,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,13.4076
674,Mortgages,Emissions,Spain,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,2.19348
683,Mortgages,Emissions,Spain,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,4.95909
685,Mortgages,Emissions,Sweden,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,9.07484
686,Mortgages,Emissions,Sweden,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,1.08012
695,Mortgages,Emissions,Sweden,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,1.37659
697,Mortgages,Emissions,Switzerland,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,14.7935
698,Mortgages,Emissions,Switzerland,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,5.39106
707,Mortgages,Emissions,Switzerland,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,9.09211
709,Mortgages,Emissions,United Kingdom,Residential buildings,Multi-family house (MFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,60.3616
710,Mortgages,Emissions,United Kingdom,Residential buildings,Single-family house (SFH),,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,6.69563
719,Mortgages,Emissions,United Kingdom,Residential buildings,Residential Total,,Dwelling,#,Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,5,6.73433
721,Mortgages,Energy,Austria,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.143693
722,Mortgages,Energy,Austria,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.192508
731,Mortgages,Energy,Austria,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.174417
733,Mortgages,Energy,Belgium,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.222
734,Mortgages,Energy,Belgium,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.222
743,Mortgages,Energy,Belgium,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.222
745,Mortgages,Energy,Bulgaria,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.111412
746,Mortgages,Energy,Bulgaria,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.105194
755,Mortgages,Energy,Bulgaria,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.107942
757,Mortgages,Energy,Croatia,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.207298
758,Mortgages,Energy,Croatia,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.196838
767,Mortgages,Energy,Croatia,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.198925
769,Mortgages,Energy,Czech Republic,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.195972
770,Mortgages,Energy,Czech Republic,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.207151
779,Mortgages,Energy,Czech Republic,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.202137
781,Mortgages,Energy,Denmark,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.147111
782,Mortgages,Energy,Denmark,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.149703
791,Mortgages,Energy,Denmark,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.148991
793,Mortgages,Energy,Estonia,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.261
794,Mortgages,Energy,Estonia,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.261
803,Mortgages,Energy,Estonia,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.261
805,Mortgages,Energy,Finland,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.21
806,Mortgages,Energy,Finland,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.21
815,Mortgages,Energy,Finland,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.21
817,Mortgages,Energy,France,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.1675
818,Mortgages,Energy,France,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.181857
827,Mortgages,Energy,France,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.17793
829,Mortgages,Energy,Germany,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.147071
830,Mortgages,Energy,Germany,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.189174
839,Mortgages,Energy,Germany,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.172257
841,Mortgages,Energy,Greece,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.101218
842,Mortgages,Energy,Greece,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.122104
851,Mortgages,Energy,Greece,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.110242
853,Mortgages,Energy,Hungary,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.13978
854,Mortgages,Energy,Hungary,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.124962
863,Mortgages,Energy,Hungary,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.128859
865,Mortgages,Energy,Ireland,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.15
866,Mortgages,Energy,Ireland,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.15
875,Mortgages,Energy,Ireland,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.15
877,Mortgages,Energy,Italy,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.149
878,Mortgages,Energy,Italy,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.149
887,Mortgages,Energy,Italy,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.149
889,Mortgages,Energy,Latvia,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.272
890,Mortgages,Energy,Latvia,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.272
899,Mortgages,Energy,Latvia,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.272
901,Mortgages,Energy,Lithuania,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.188
902,Mortgages,Energy,Lithuania,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.188
911,Mortgages,Energy,Lithuania,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.188
913,Mortgages,Energy,Luxembourg,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.192
914,Mortgages,Energy,Luxembourg,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.192
923,Mortgages,Energy,Luxembourg,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.192
925,Mortgages,Energy,Malta,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.046
926,Mortgages,Energy,Malta,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.046
935,Mortgages,Energy,Malta,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.046
937,Mortgages,Energy,Netherlands,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.110241
938,Mortgages,Energy,Netherlands,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.12494
947,Mortgages,Energy,Netherlands,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.121926
949,Mortgages,Energy,Norway,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.180157
950,Mortgages,Energy,Norway,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.182696
959,Mortgages,Energy,Norway,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.182331
961,Mortgages,Energy,Poland,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.187315
962,Mortgages,Energy,Poland,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.231389
971,Mortgages,Energy,Poland,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.215535
973,Mortgages,Energy,Portugal,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.067
974,Mortgages,Energy,Portugal,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.067
983,Mortgages,Energy,Portugal,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.067
985,Mortgages,Energy,Cyprus,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.064
986,Mortgages,Energy,Cyprus,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.064
995,Mortgages,Energy,Cyprus,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.064
997,Mortgages,Energy,Romania,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.281
998,Mortgages,Energy,Romania,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.281
1007,Mortgages,Energy,Romania,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.281
1009,Mortgages,Energy,Slovakia,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.126164
1010,Mortgages,Energy,Slovakia,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.161209
1019,Mortgages,Energy,Slovakia,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.14823
1021,Mortgages,Energy,Slovenia,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.188
1022,Mortgages,Energy,Slovenia,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.188
1031,Mortgages,Energy,Slovenia,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.188
1033,Mortgages,Energy,Spain,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.102
1034,Mortgages,Energy,Spain,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.102
1043,Mortgages,Energy,Spain,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.102
1045,Mortgages,Energy,Sweden,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.186258
1046,Mortgages,Energy,Sweden,Residential buildings,Single-family house (SFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.191075
1055,Mortgages,Energy,Sweden,Residential buildings,Residential Total,,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.189307
1057,Mortgages,Energy,Switzerland,Residential buildings,Multi-family house (MFH),,Floor area,m²,Energy Intensity per m²,MWh/m²,4,0.154841
