Geographies,Framework,Framework Subcategory,Industry,Sector,ProductCategories_AssetClasses,Sub-Asset_Class,Asset_Class
Europe,TCFD,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,TCFD,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,TNFD,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,TNFD,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
UK,TCFD,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
UK,TCFD,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
UK,TCFD,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
UK,TCFD,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
UK,TCFD,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
UK,TCFD,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
UK,TCFD,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
UK,TCFD,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
UK,TCFD,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
UK,TCFD,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
UK,TNFD,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
UK,TNFD,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
UK,TNFD,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
UK,TNFD,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
UK,TNFD,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
UK,TNFD,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
UK,TNFD,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
UK,TNFD,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
UK,TNFD,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
UK,TNFD,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Global,TCFD,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Global,TCFD,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Global,TCFD,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Global,TCFD,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Global,TCFD,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Global,TCFD,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Global,TCFD,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Global,TCFD,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Global,TCFD,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Global,TCFD,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Global,TNFD,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Global,TNFD,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Global,TNFD,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Global,TNFD,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Global,TNFD,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Global,TNFD,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Global,TNFD,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Global,TNFD,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Global,TNFD,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Global,TNFD,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Global,IFRS/ISSB (inc CDSB+VRF),N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,"Energy, Resources & Industrials",Industrial Products & Construction,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Government & Public Services,"Infrastructure, Transport & Regional Government",(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Life Sciences & Health Care,Life Sciences,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,"Energy, Resources & Industrials",Mining & Metals,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,"Energy, Resources & Industrials","Power, Utilities & Renewables",(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
